id,formula,reduced_formula,target_chemical_system,source_structure_seen,source_formula_seen,source_chemical_system_seen
mb-mp-e-form-039753,ScRe2Si3,ScRe2Si3,Re-Sc-Si,True,True,True
mb-mp-e-form-039812,Sc2AgAu,Sc2AgAu,Ag-Au-Sc,True,True,True
mb-mp-e-form-039816,CaLaHg2,CaLaHg2,Ca-Hg-La,True,True,True
mb-mp-e-form-039827,Y2CuRh,Y2CuRh,Cu-Rh-Y,True,True,True
mb-mp-e-form-039846,LaBi3,LaBi3,Bi-La,True,True,True
mb-mp-e-form-039853,Sr2B4Rh5,Sr2B4Rh5,B-Rh-Sr,True,True,True
mb-mp-e-form-039893,Tc2P3,Tc2P3,P-Tc,True,True,True
mb-mp-e-form-039900,Er2Co3Ge5,Er2Co3Ge5,Co-Er-Ge,True,True,True
mb-mp-e-form-040030,Sc3(CuGe)4,Sc3(CuGe)4,Cu-Ge-Sc,False,False,False
mb-mp-e-form-040246,CuH4C2S2(NO)2,CuH4C2S2(NO)2,C-Cu-H-N-O-S,False,False,True
mb-mp-e-form-040340,AsOsS,AsOsS,As-Os-S,False,False,False
mb-mp-e-form-040423,Lu4Ge8Pd,Lu4Ge8Pd,Ge-Lu-Pd,False,False,False
mb-mp-e-form-040453,La2Al6CuAu,La2Al6CuAu,Al-Au-Cu-La,False,False,False
mb-mp-e-form-040625,CuSbS2,CuSbS2,Cu-S-Sb,True,True,True
mb-mp-e-form-040733,Hg2Pb(SBr)2,Hg2Pb(SBr)2,Br-Hg-Pb-S,True,True,True
mb-mp-e-form-040788,PrGa3,PrGa3,Ga-Pr,True,True,True
mb-mp-e-form-040790,K2Mn(PSe3)2,K2Mn(PSe3)2,K-Mn-P-Se,True,True,True
mb-mp-e-form-040848,DyMgSn,DyMgSn,Dy-Mg-Sn,True,True,True
mb-mp-e-form-040905,HgRhO3,HgRhO3,Hg-O-Rh,True,True,True
mb-mp-e-form-040986,Th(BRu)2,Th(BRu)2,B-Ru-Th,False,False,True
mb-mp-e-form-041017,SnCNCl3,SnCNCl3,C-Cl-N-Sn,False,False,False
mb-mp-e-form-041094,YbYHg2,YbYHg2,Hg-Y-Yb,False,False,False
mb-mp-e-form-041100,Nd(P3Os)4,Nd(P3Os)4,Nd-Os-P,False,False,False
mb-mp-e-form-041154,CaB2H13N3,CaB2H13N3,B-Ca-H-N,False,False,True
mb-mp-e-form-041223,ErCuSn,ErCuSn,Cu-Er-Sn,True,True,True
mb-mp-e-form-041305,Tb2Ga3Cu,Tb2Ga3Cu,Cu-Ga-Tb,False,False,False
mb-mp-e-form-041378,CePt2Au3,CePt2Au3,Au-Ce-Pt,False,False,False
mb-mp-e-form-041501,CdI2,CdI2,Cd-I,True,True,True
mb-mp-e-form-041645,CdI2,CdI2,Cd-I,True,True,True
mb-mp-e-form-041651,CdI2,CdI2,Cd-I,True,True,True
mb-mp-e-form-041679,CdI2,CdI2,Cd-I,True,True,True
mb-mp-e-form-041930,Te2MoWS2,Te2MoWS2,Mo-S-Te-W,True,True,True
mb-mp-e-form-041951,CaGeN2,CaGeN2,Ca-Ge-N,False,True,True
mb-mp-e-form-042231,Tb11(In3Si2)2,Tb11(In3Si2)2,In-Si-Tb,False,False,False
mb-mp-e-form-042274,Y(ZnP)3,Y(ZnP)3,P-Y-Zn,False,False,False
mb-mp-e-form-042321,DyCo5Si3,DyCo5Si3,Co-Dy-Si,False,False,True
mb-mp-e-form-042326,CeAl4Pd,CeAl4Pd,Al-Ce-Pd,False,False,True
mb-mp-e-form-042388,Nd4Sn8Ir,Nd4Sn8Ir,Ir-Nd-Sn,False,False,False
mb-mp-e-form-042449,Ce2CoGe4Ru3,Ce2CoGe4Ru3,Ce-Co-Ge-Ru,False,False,False
mb-mp-e-form-042464,SrCaGe,SrCaGe,Ca-Ge-Sr,True,True,True
mb-mp-e-form-042465,CoS,CoS,Co-S,True,True,True
mb-mp-e-form-042485,Hf(CuP)2,Hf(CuP)2,Cu-Hf-P,True,True,True
mb-mp-e-form-042560,Tl6SeI4,Tl6SeI4,I-Se-Tl,True,True,True
mb-mp-e-form-042666,Yb(SiOs)2,Yb(SiOs)2,Os-Si-Yb,True,True,True
mb-mp-e-form-042723,Gd3(CuGe)4,Gd3(CuGe)4,Cu-Gd-Ge,True,True,True
mb-mp-e-form-042984,RbS,RbS,Rb-S,False,True,True
mb-mp-e-form-043043,Mg(Co3P2)2,Mg(Co3P2)2,Co-Mg-P,True,True,True
mb-mp-e-form-043065,TbGaNi,TbGaNi,Ga-Ni-Tb,False,False,False
mb-mp-e-form-043078,Yb3Ga9Pt2,Yb3Ga9Pt2,Ga-Pt-Yb,False,False,True
mb-mp-e-form-043122,LaN3O13,LaN3O13,La-N-O,False,False,True
mb-mp-e-form-043292,DyAlSi,DyAlSi,Al-Dy-Si,False,False,True
mb-mp-e-form-043414,Rb2Bi4Se7,Rb2Bi4Se7,Bi-Rb-Se,False,False,True
mb-mp-e-form-043453,GdZnGe,GdZnGe,Gd-Ge-Zn,False,True,True
mb-mp-e-form-043541,GdGa,GdGa,Ga-Gd,True,True,True
mb-mp-e-form-043543,NdNiSn,NdNiSn,Nd-Ni-Sn,True,True,True
mb-mp-e-form-043557,Hf3(NbGe2)2,Hf3(NbGe2)2,Ge-Hf-Nb,True,True,True
mb-mp-e-form-043571,Th3Bi4,Th3Bi4,Bi-Th,True,True,True
mb-mp-e-form-043575,BiSI,BiSI,Bi-I-S,True,True,True
mb-mp-e-form-043642,Er(Ni2As)2,Er(Ni2As)2,As-Er-Ni,True,True,True
mb-mp-e-form-043677,Tb4Ga12Pt,Tb4Ga12Pt,Ga-Pt-Tb,True,True,True
mb-mp-e-form-043862,CaP3,CaP3,Ca-P,True,True,True
mb-mp-e-form-043884,YbPrRh2,YbPrRh2,Pr-Rh-Yb,True,True,True
mb-mp-e-form-043917,NdSi2Ru3,NdSi2Ru3,Nd-Ru-Si,True,True,True
mb-mp-e-form-043986,Zn(NiS2)2,Zn(NiS2)2,Ni-S-Zn,True,True,True
mb-mp-e-form-044120,KHfCu3Se4,KHfCu3Se4,Cu-Hf-K-Se,False,False,False
mb-mp-e-form-044160,TaSiRu,TaSiRu,Ru-Si-Ta,False,False,False
mb-mp-e-form-044171,SrAl2Au3,SrAl2Au3,Al-Au-Sr,False,False,False
mb-mp-e-form-044185,LiPrSn,LiPrSn,Li-Pr-Sn,False,True,True
mb-mp-e-form-044203,LaBr3O7,LaBr3O7,Br-La-O,False,False,True
mb-mp-e-form-044249,Ho3(Si3Ru)4,Ho3(Si3Ru)4,Ho-Ru-Si,False,False,True
mb-mp-e-form-044361,Er2(Ga3Ir)3,Er2(Ga3Ir)3,Er-Ga-Ir,False,False,False
mb-mp-e-form-044472,K4Re6TeC6S7N6,K4Re6TeC6S7N6,C-K-N-Re-S-Te,False,False,False
mb-mp-e-form-044565,TlI,TlI,I-Tl,True,True,True
mb-mp-e-form-044741,Ta8NiSe8,Ta8NiSe8,Ni-Se-Ta,True,True,True
mb-mp-e-form-044772,LiSnPd2,LiSnPd2,Li-Pd-Sn,True,True,True
mb-mp-e-form-044773,PPdS,PPdS,P-Pd-S,True,True,True
mb-mp-e-form-044784,HgO,HgO,Hg-O,True,True,True
mb-mp-e-form-044830,TiInRh2,TiInRh2,In-Rh-Ti,True,True,True
mb-mp-e-form-044886,Zn(NiS2)4,Zn(NiS2)4,Ni-S-Zn,True,True,True
mb-mp-e-form-045073,Nb6Tl3SBr17,Nb6Tl3SBr17,Br-Nb-S-Tl,False,True,True
mb-mp-e-form-045231,Eu4As7Ir8,Eu4As7Ir8,As-Eu-Ir,False,False,False
mb-mp-e-form-045294,NiS2O9,NiS2O9,Ni-O-S,False,False,True
mb-mp-e-form-045497,SrIn2Pt,SrIn2Pt,In-Pt-Sr,True,True,True
mb-mp-e-form-045573,KAuI3,KAuI3,Au-I-K,True,True,True
mb-mp-e-form-045675,PrInAu2,PrInAu2,Au-In-Pr,True,True,True
mb-mp-e-form-045758,H6PtN2ClO5,H6PtN2ClO5,Cl-H-N-O-Pt,True,True,True
mb-mp-e-form-045784,LiNi9S10,LiNi9S10,Li-Ni-S,True,True,True
mb-mp-e-form-045793,LiPrGe,LiPrGe,Ge-Li-Pr,True,True,True
mb-mp-e-form-045830,U2Fe12P7,U2Fe12P7,Fe-P-U,True,True,True
mb-mp-e-form-045845,TiGaIr2,TiGaIr2,Ga-Ir-Ti,True,True,True
mb-mp-e-form-045886,AgPdO2,AgPdO2,Ag-O-Pd,True,True,True
mb-mp-e-form-045952,Ca3TlN,Ca3TlN,Ca-N-Tl,True,True,True
mb-mp-e-form-046037,Tb(Mo3Se4)2,Tb(Mo3Se4)2,Mo-Se-Tb,False,False,False
mb-mp-e-form-046057,TiTeAs,TiTeAs,As-Te-Ti,True,True,True
mb-mp-e-form-046322,Lu2B6Rh,Lu2B6Rh,B-Lu-Rh,False,False,True
mb-mp-e-form-046423,Nd2Si3Ni,Nd2Si3Ni,Nd-Ni-Si,False,False,True
mb-mp-e-form-046428,MnCoCu4(SnS4)2,MnCoCu4(SnS4)2,Co-Cu-Mn-S-Sn,False,False,False
mb-mp-e-form-046592,K2Ge2Se5,K2Ge2Se5,Ge-K-Se,True,True,True
mb-mp-e-form-047030,YNiP,YNiP,Ni-P-Y,False,True,True
mb-mp-e-form-047067,Zr5AlSb3,Zr5AlSb3,Al-Sb-Zr,False,False,False
mb-mp-e-form-047106,RbCr(SO10)2,RbCr(SO10)2,Cr-O-Rb-S,False,False,False
mb-mp-e-form-047138,YbCeRh2,YbCeRh2,Ce-Rh-Yb,False,False,False
mb-mp-e-form-047164,Er2Fe12P7,Er2Fe12P7,Er-Fe-P,False,False,False
mb-mp-e-form-047192,Te7IrCl7,Te7IrCl7,Cl-Ir-Te,False,False,False
mb-mp-e-form-047197,CuBP4H24C8(SF)4,CuBP4H24C8(SF)4,B-C-Cu-F-H-P-S,False,False,False
mb-mp-e-form-047229,Co2H36N13Cl5O3,Co2H36N13Cl5O3,Cl-Co-H-N-O,False,False,True
mb-mp-e-form-047310,RbAgTeS3,RbAgTeS3,Ag-Rb-S-Te,False,False,False
mb-mp-e-form-047321,PbWO2,PbWO2,O-Pb-W,False,False,True
mb-mp-e-form-047509,DyGeRu,DyGeRu,Dy-Ge-Ru,True,True,True
mb-mp-e-form-047544,EuC2(SN)2,EuC2(SN)2,C-Eu-N-S,True,True,True
mb-mp-e-form-047593,SrN,SrN,N-Sr,True,True,True
mb-mp-e-form-047676,Na2PSe3,Na2PSe3,Na-P-Se,True,True,True
mb-mp-e-form-047699,Cs(BBr)6,Cs(BBr)6,B-Br-Cs,True,True,True
mb-mp-e-form-047822,YbH2,YbH2,H-Yb,True,True,True
mb-mp-e-form-047962,CeNiGe,CeNiGe,Ce-Ge-Ni,False,True,True
mb-mp-e-form-048029,Sm(Ge2Rh3)2,Sm(Ge2Rh3)2,Ge-Rh-Sm,False,False,True
mb-mp-e-form-048075,Nb11S12,Nb11S12,Nb-S,False,True,True
mb-mp-e-form-048101,Fe2Ir2O5,Fe2Ir2O5,Fe-Ir-O,False,False,False
mb-mp-e-form-048196,Mn(CO)5,Mn(CO)5,C-Mn-O,False,False,True
mb-mp-e-form-048237,PrCo5P3,PrCo5P3,Co-P-Pr,False,False,True
mb-mp-e-form-048253,TbBiRh,TbBiRh,Bi-Rh-Tb,False,False,False
mb-mp-e-form-048258,Nd2Ge2Ru,Nd2Ge2Ru,Ge-Nd-Ru,False,False,True
mb-mp-e-form-048433,CdIn2(SeS)2,CdIn2(SeS)2,Cd-In-S-Se,False,False,False
mb-mp-e-form-048468,Cu(IrS2)2,Cu(IrS2)2,Cu-Ir-S,True,True,True
mb-mp-e-form-048493,Nd2InGe2,Nd2InGe2,Ge-In-Nd,True,True,True
mb-mp-e-form-048550,K2GeSe4,K2GeSe4,Ge-K-Se,True,True,True
mb-mp-e-form-048562,Ho5Rh3,Ho5Rh3,Ho-Rh,True,True,True
mb-mp-e-form-048588,Sb2Pb2S5,Sb2Pb2S5,Pb-S-Sb,True,True,True
mb-mp-e-form-048600,NdNiGe2,NdNiGe2,Ge-Nd-Ni,True,True,True
mb-mp-e-form-048612,K2Th(PSe3)3,K2Th(PSe3)3,K-P-Se-Th,True,True,True
mb-mp-e-form-048853,ScSiAu,ScSiAu,Au-Sc-Si,True,True,True
mb-mp-e-form-048859,LaCoTe,LaCoTe,Co-La-Te,True,True,True
mb-mp-e-form-048900,ErSb,ErSb,Er-Sb,True,True,True
mb-mp-e-form-048967,Pr2GeRh3,Pr2GeRh3,Ge-Pr-Rh,False,False,True
mb-mp-e-form-049070,Na11N7O16,Na11N7O16,N-Na-O,False,True,True
mb-mp-e-form-049134,TbSmRh2,TbSmRh2,Rh-Sm-Tb,False,False,False
mb-mp-e-form-049194,Ba3Ga3P5,Ba3Ga3P5,Ba-Ga-P,False,False,True
mb-mp-e-form-049246,Rb2PtBr4O,Rb2PtBr4O,Br-O-Pt-Rb,False,False,False
mb-mp-e-form-049247,ReH30Ru2(NCl)10,ReH30Ru2(NCl)10,Cl-H-N-Re-Ru,False,False,False
mb-mp-e-form-049283,LaCu2SeO2,LaCu2SeO2,Cu-La-O-Se,False,False,True
mb-mp-e-form-049309,Nb3Se5Br7,Nb3Se5Br7,Br-Nb-Se,False,False,True
mb-mp-e-form-049511,EuGePd,EuGePd,Eu-Ge-Pd,True,True,True
mb-mp-e-form-049535,TmBi,TmBi,Bi-Tm,True,True,True
mb-mp-e-form-049551,Be(H2N)2,Be(H2N)2,Be-H-N,True,True,True
mb-mp-e-form-049670,In4Br7,In4Br7,Br-In,True,True,True
mb-mp-e-form-049697,Hf6Si7Ni16,Hf6Si7Ni16,Hf-Ni-Si,True,True,True
mb-mp-e-form-049706,Ce(InPt)2,Ce(InPt)2,Ce-In-Pt,True,True,True
mb-mp-e-form-049793,Ni3O4,Ni3O4,Ni-O,True,True,True
mb-mp-e-form-049873,SmAs2Au,SmAs2Au,As-Au-Sm,True,True,True
mb-mp-e-form-049895,LuSi,LuSi,Lu-Si,True,True,True
mb-mp-e-form-049903,Li3CeSb2,Li3CeSb2,Ce-Li-Sb,True,True,True
mb-mp-e-form-050026,CeGaPd,CeGaPd,Ce-Ga-Pd,False,False,True
mb-mp-e-form-050036,NbSe2,NbSe2,Nb-Se,False,True,True
mb-mp-e-form-050200,Tb5(Ge5Rh2)2,Tb5(Ge5Rh2)2,Ge-Rh-Tb,False,False,True
mb-mp-e-form-050262,TbCuTe2,TbCuTe2,Cu-Tb-Te,False,False,True
mb-mp-e-form-050342,Y3Si3Ni,Y3Si3Ni,Ni-Si-Y,False,False,True
mb-mp-e-form-050343,Yb2ZnSb2,Yb2ZnSb2,Sb-Yb-Zn,False,False,False
mb-mp-e-form-050408,FeCo(RhS2)4,FeCo(RhS2)4,Co-Fe-Rh-S,False,False,False
mb-mp-e-form-050497,NbCrN,NbCrN,Cr-N-Nb,True,True,True
mb-mp-e-form-050498,Dy(GePt)2,Dy(GePt)2,Dy-Ge-Pt,True,True,True
mb-mp-e-form-050549,Zr3Rh5,Zr3Rh5,Rh-Zr,True,True,True
mb-mp-e-form-050603,LaSiRu,LaSiRu,La-Ru-Si,True,True,True
mb-mp-e-form-050796,Ge2N2O,Ge2N2O,Ge-N-O,True,True,True
mb-mp-e-form-050872,CaMoN3,CaMoN3,Ca-Mo-N,True,True,True
mb-mp-e-form-050882,PrAu,PrAu,Au-Pr,True,True,True
mb-mp-e-form-050945,Te2Mo3W(SeS2)2,Te2Mo3W(SeS2)2,Mo-S-Se-Te-W,True,True,True
mb-mp-e-form-050963,Eu(AsPd)2,Eu(AsPd)2,As-Eu-Pd,True,True,True
mb-mp-e-form-050968,GdZrSb,GdZrSb,Gd-Sb-Zr,False,False,False
mb-mp-e-form-051056,La3Cu3Sb4,La3Cu3Sb4,Cu-La-Sb,False,False,False
mb-mp-e-form-051080,VP,VP,P-V,True,True,True
mb-mp-e-form-051290,TaVP,TaVP,P-Ta-V,False,False,False
mb-mp-e-form-051299,Sc2InPd2,Sc2InPd2,In-Pd-Sc,False,False,True
mb-mp-e-form-051360,ZrAlIr,ZrAlIr,Al-Ir-Zr,False,False,False
mb-mp-e-form-051391,Na(Nb3Se4)2,Na(Nb3Se4)2,Na-Nb-Se,False,False,True
mb-mp-e-form-051485,Sr2InPt2,Sr2InPt2,In-Pt-Sr,True,True,True
mb-mp-e-form-051532,AgH2ClO5,AgH2ClO5,Ag-Cl-H-O,True,True,True
mb-mp-e-form-051653,Ta2S,Ta2S,S-Ta,True,True,True
mb-mp-e-form-051719,Pb(ClO2)2,Pb(ClO2)2,Cl-O-Pb,True,True,True
mb-mp-e-form-051797,LiFe3(SnS4)2,LiFe3(SnS4)2,Fe-Li-S-Sn,True,True,True
mb-mp-e-form-051814,Sc2IrRu,Sc2IrRu,Ir-Ru-Sc,True,True,True
mb-mp-e-form-051845,HoIr2,HoIr2,Ho-Ir,True,True,True
mb-mp-e-form-051858,HfCoAs,HfCoAs,As-Co-Hf,True,True,True
mb-mp-e-form-051869,Sc3Co2Si3,Sc3Co2Si3,Co-Sc-Si,True,True,True
mb-mp-e-form-051916,Zr(NiP)2,Zr(NiP)2,Ni-P-Zr,True,True,True
mb-mp-e-form-051925,Al(FeS2)2,Al(FeS2)2,Al-Fe-S,True,True,True
mb-mp-e-form-051930,Rb2PdSe2,Rb2PdSe2,Pd-Rb-Se,False,False,True
mb-mp-e-form-051931,LaSi3Rh,LaSi3Rh,La-Rh-Si,False,False,True
mb-mp-e-form-051935,NaPO,NaPO,Na-O-P,False,False,True
mb-mp-e-form-051943,HoSnIr,HoSnIr,Ho-Ir-Sn,False,False,False
mb-mp-e-form-051998,Yb5Pt2,Yb5Pt2,Pt-Yb,False,False,True
mb-mp-e-form-052026,Rb2AgAuBr6,Rb2AgAuBr6,Ag-Au-Br-Rb,False,False,False
mb-mp-e-form-052034,Rb2HgAuBr6,Rb2HgAuBr6,Au-Br-Hg-Rb,False,False,False
mb-mp-e-form-052089,CaScCu3Se4,CaScCu3Se4,Ca-Cu-Sc-Se,False,False,False
mb-mp-e-form-052096,P2O5,P2O5,O-P,False,True,True
mb-mp-e-form-052156,Rb2U(PdSe2)3,Rb2U(PdSe2)3,Pd-Rb-Se-U,False,False,False
mb-mp-e-form-052239,Na5(AsO9)2,Na5(AsO9)2,As-Na-O,False,False,True
mb-mp-e-form-052309,RbHgC3(NO)3,RbHgC3(NO)3,C-Hg-N-O-Rb,False,False,False
mb-mp-e-form-052404,La2Al3GaPd4,La2Al3GaPd4,Al-Ga-La-Pd,False,False,False
mb-mp-e-form-052531,CS2NClO2,CS2NClO2,C-Cl-N-O-S,True,True,True
mb-mp-e-form-052781,CuNi3O4,CuNi3O4,Cu-Ni-O,True,True,True
mb-mp-e-form-052847,ScGeRh2,ScGeRh2,Ge-Rh-Sc,True,True,True
mb-mp-e-form-052918,Te2Mo3S4,Te2Mo3S4,Mo-S-Te,True,True,True
mb-mp-e-form-053004,Ce2PPt8,Ce2PPt8,Ce-P-Pt,False,False,True
mb-mp-e-form-053074,YNiSb,YNiSb,Ni-Sb-Y,True,True,True
mb-mp-e-form-053146,U2FeSe5,U2FeSe5,Fe-Se-U,False,False,False
mb-mp-e-form-053212,Hf5As3,Hf5As3,As-Hf,False,False,True
mb-mp-e-form-053223,Hg3H4(IO6)2,Hg3H4(IO6)2,H-Hg-I-O,False,False,False
mb-mp-e-form-053294,TlPt3O4,TlPt3O4,O-Pt-Tl,False,False,True
mb-mp-e-form-053512,DyRh,DyRh,Dy-Rh,True,True,True
mb-mp-e-form-053519,AlSiH9C3Cl2O,AlSiH9C3Cl2O,Al-C-Cl-H-O-Si,True,True,True
mb-mp-e-form-053536,TlCdBr3,TlCdBr3,Br-Cd-Tl,True,True,True
mb-mp-e-form-053590,Nd(SiRu)2,Nd(SiRu)2,Nd-Ru-Si,True,True,True
mb-mp-e-form-053594,Ga2CoS4,Ga2CoS4,Co-Ga-S,True,True,True
mb-mp-e-form-053617,ZnHg2H14C4N6O13,ZnHg2H14C4N6O13,C-H-Hg-N-O-Zn,True,True,True
mb-mp-e-form-053752,Li5SiN3,Li5SiN3,Li-N-Si,True,True,True
mb-mp-e-form-053841,Hf3Si3Ni2,Hf3Si3Ni2,Hf-Ni-Si,True,True,True
mb-mp-e-form-053855,YbPrAu2,YbPrAu2,Au-Pr-Yb,True,True,True
mb-mp-e-form-053894,TmAu,TmAu,Au-Tm,True,True,True
mb-mp-e-form-054080,Rb3Bi2I9,Rb3Bi2I9,Bi-I-Rb,False,True,True
mb-mp-e-form-054275,YGePd2,YGePd2,Ge-Pd-Y,False,False,False
mb-mp-e-form-054312,KHCN4O5,KHCN4O5,C-H-K-N-O,False,False,False
mb-mp-e-form-054450,Ba3CrN3,Ba3CrN3,Ba-Cr-N,True,True,True
mb-mp-e-form-054459,Rb9Fe2Se7,Rb9Fe2Se7,Fe-Rb-Se,True,True,True
mb-mp-e-form-054593,Rb2ZnI3,Rb2ZnI3,I-Rb-Zn,True,True,True
mb-mp-e-form-054656,Au2Se3O10,Au2Se3O10,Au-O-Se,True,True,True
mb-mp-e-form-054701,H2Os3(CO)10,H2Os3(CO)10,C-H-O-Os,True,True,True
mb-mp-e-form-054755,V(MoS2)2,V(MoS2)2,Mo-S-V,True,True,True
mb-mp-e-form-054761,AlH15N5Cl3,AlH15N5Cl3,Al-Cl-H-N,True,True,True
mb-mp-e-form-054826,Cs(SbS2)2,Cs(SbS2)2,Cs-S-Sb,True,True,True
mb-mp-e-form-054832,USe3,USe3,Se-U,True,True,True
mb-mp-e-form-054855,LaMnN3,LaMnN3,La-Mn-N,True,True,True
mb-mp-e-form-054893,Ca3BiP,Ca3BiP,Bi-Ca-P,True,True,True
mb-mp-e-form-054917,Mo3W(SeS)4,Mo3W(SeS)4,Mo-S-Se-W,True,True,True
mb-mp-e-form-054960,Cr2FeS4,Cr2FeS4,Cr-Fe-S,False,True,True
mb-mp-e-form-055096,TlSbO3,TlSbO3,O-Sb-Tl,False,True,True
mb-mp-e-form-055161,NaCdAsS3,NaCdAsS3,As-Cd-Na-S,False,False,False
mb-mp-e-form-055265,Zr6GeI14,Zr6GeI14,Ge-I-Zr,False,False,False
mb-mp-e-form-055283,RbTlS2,RbTlS2,Rb-S-Tl,False,False,False
mb-mp-e-form-055295,RbO2,RbO2,O-Rb,True,True,True
mb-mp-e-form-055347,Yb7MgPt4,Yb7MgPt4,Mg-Pt-Yb,False,False,False
mb-mp-e-form-055402,K3Sm4(CuTe2)5,K3Sm4(CuTe2)5,Cu-K-Sm-Te,False,False,False
mb-mp-e-form-055442,Sr4GeP4,Sr4GeP4,Ge-P-Sr,True,True,True
mb-mp-e-form-055541,Zr2CoP,Zr2CoP,Co-P-Zr,True,True,True
mb-mp-e-form-055544,CsBi3S5,CsBi3S5,Bi-Cs-S,True,True,True
mb-mp-e-form-055571,Nd(SiPd)2,Nd(SiPd)2,Nd-Pd-Si,True,True,True
mb-mp-e-form-055574,Yb(SiPt)2,Yb(SiPt)2,Pt-Si-Yb,True,True,True
mb-mp-e-form-055858,PbAuO2,PbAuO2,Au-O-Pb,True,True,True
mb-mp-e-form-055859,RbAgO2,RbAgO2,Ag-O-Rb,True,True,True
mb-mp-e-form-055892,Na8NO3,Na8NO3,N-Na-O,True,True,True
mb-mp-e-form-056167,Li4SnSe4,Li4SnSe4,Li-Se-Sn,False,False,False
mb-mp-e-form-056236,V6SbH35C12Cl8O19,V6SbH35C12Cl8O19,C-Cl-H-O-Sb-V,False,False,False
mb-mp-e-form-056294,K2Cu(Cl2O)2,K2Cu(Cl2O)2,Cl-Cu-K-O,False,False,True
mb-mp-e-form-056366,Na7Nb6O34,Na7Nb6O34,Na-Nb-O,False,False,True
mb-mp-e-form-056407,Cr5S6,Cr5S6,Cr-S,True,True,True
mb-mp-e-form-056425,ErSi3Rh5,ErSi3Rh5,Er-Rh-Si,True,True,True
mb-mp-e-form-056455,Cr2CoS4,Cr2CoS4,Co-Cr-S,True,True,True
mb-mp-e-form-056458,Sr(InSe2)2,Sr(InSe2)2,In-Se-Sr,True,True,True
mb-mp-e-form-056671,CSO,CSO,C-O-S,True,True,True
mb-mp-e-form-056697,Cs3Bi2I9,Cs3Bi2I9,Bi-Cs-I,False,False,False
mb-mp-e-form-056759,MnH9CNCl3O2,MnH9CNCl3O2,C-Cl-H-Mn-N-O,True,True,True
mb-mp-e-form-056990,CaSnS3,CaSnS3,Ca-S-Sn,False,True,True
mb-mp-e-form-057048,CsK2AlI6,CsK2AlI6,Al-Cs-I-K,False,False,False
mb-mp-e-form-057053,Cs2RbSbI6,Cs2RbSbI6,Cs-I-Rb-Sb,False,False,False
mb-mp-e-form-057104,GeTeO3,GeTeO3,Ge-O-Te,False,False,True
mb-mp-e-form-057178,LaH16C4Cl3O4,LaH16C4Cl3O4,C-Cl-H-La-O,False,False,False
mb-mp-e-form-057331,Zn(Co2O5)2,Zn(Co2O5)2,Co-O-Zn,False,False,True
mb-mp-e-form-057438,Zr2Co4P3,Zr2Co4P3,Co-P-Zr,True,True,True
mb-mp-e-form-057479,CuP2H8CN2O5,CuP2H8CN2O5,C-Cu-H-N-O-P,True,True,True
mb-mp-e-form-057554,Rb2Pt3S4,Rb2Pt3S4,Pt-Rb-S,True,True,True
mb-mp-e-form-057593,CsFe2S3,CsFe2S3,Cs-Fe-S,True,True,True
mb-mp-e-form-057621,KSnS2,KSnS2,K-S-Sn,True,True,True
mb-mp-e-form-057750,H14RuS2(N2O3)2,H14RuS2(N2O3)2,H-N-O-Ru-S,True,True,True
mb-mp-e-form-057812,YbGaPt,YbGaPt,Ga-Pt-Yb,True,True,True
mb-mp-e-form-057851,KAgO2,KAgO2,Ag-K-O,True,True,True
mb-mp-e-form-057855,TiN,TiN,N-Ti,True,True,True
mb-mp-e-form-058016,YSiIr,YSiIr,Ir-Si-Y,False,False,True
mb-mp-e-form-058066,Cs2RbAuBr6,Cs2RbAuBr6,Au-Br-Cs-Rb,False,False,False
mb-mp-e-form-058103,Li2CuS2,Li2CuS2,Cu-Li-S,True,True,True
mb-mp-e-form-058107,Zr2Cu3(O8F7)2,Zr2Cu3(O8F7)2,Cu-F-O-Zr,False,False,False
mb-mp-e-form-058199,Zn(BO3)3,Zn(BO3)3,B-O-Zn,False,False,True
mb-mp-e-form-058207,Zn2AsO6,Zn2AsO6,As-O-Zn,False,False,True
mb-mp-e-form-058208,NpH28C12(N2O3)6,NpH28C12(N2O3)6,C-H-N-Np-O,False,False,False
mb-mp-e-form-058224,Na2Ni(PO5)4,Na2Ni(PO5)4,Na-Ni-O-P,False,False,True
mb-mp-e-form-058348,VCrCuS4,VCrCuS4,Cr-Cu-S-V,False,False,False
mb-mp-e-form-058377,LiCr4InS8,LiCr4InS8,Cr-In-Li-S,False,False,False
mb-mp-e-form-058411,K(USe3)2,K(USe3)2,K-Se-U,True,True,True
mb-mp-e-form-058450,Tb3InN,Tb3InN,In-N-Tb,True,True,True
mb-mp-e-form-058473,HfFeP,HfFeP,Fe-Hf-P,True,True,True
mb-mp-e-form-058554,ZrNbP,ZrNbP,Nb-P-Zr,True,True,True
mb-mp-e-form-058593,Hg3AsO4,Hg3AsO4,As-Hg-O,True,True,True
mb-mp-e-form-058677,KUCuSe3,KUCuSe3,Cu-K-Se-U,True,True,True
mb-mp-e-form-058721,MoSe2Cl4O,MoSe2Cl4O,Cl-Mo-O-Se,True,True,True
mb-mp-e-form-058732,Ag2CO3,Ag2CO3,Ag-C-O,True,True,True
mb-mp-e-form-058773,CoH8(ClO2)2,CoH8(ClO2)2,Cl-Co-H-O,True,True,True
mb-mp-e-form-058866,Mg(MnS2)4,Mg(MnS2)4,Mg-Mn-S,True,True,True
