model,split_scope,target_id,target_formula,target_reduced_formula,target_chemical_system,target_natoms,source_id,source_formula,source_reduced_formula,source_chemical_system,source_natoms,overlap_kind,source_note
MEGNet,train,mb-mp-e-form-005856,ZnCr3,ZnCr3,Cr-Zn,4,mp-971752,Zn1 Cr3,ZnCr3,Cr-Zn,4,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-027833,HfFe2,HfFe2,Fe-Hf,12,mp-956096,Hf4 Fe8,HfFe2,Fe-Hf,12,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-052844,SmGe,SmGe,Ge-Sm,4,mp-972521,Sm2 Ge2,SmGe,Ge-Sm,4,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,test,mb-mp-e-form-048859,LaCoTe,LaCoTe,Co-La-Te,3,mp-961695,La1 Co1 Te1,LaCoTe,Co-La-Te,3,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-008876,Sm3Zr,Sm3Zr,Sm-Zr,4,mp-972461,Sm3 Zr1,Sm3Zr,Sm-Zr,4,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-017853,VGaPt,VGaPt,Ga-Pt-V,3,mp-961688,V1 Ga1 Pt1,VGaPt,Ga-Pt-V,3,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-027837,Sr3As,Sr3As,As-Sr,8,mp-971740,Sr6 As2,Sr3As,As-Sr,8,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-004834,SiBi3,SiBi3,Bi-Si,4,mp-972837,Si1 Bi3,SiBi3,Bi-Si,4,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-078774,SiBiO3,SiBiO3,Bi-O-Si,5,mp-972827,Si1 Bi1 O3,SiBiO3,Bi-O-Si,5,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-050851,LiSm(CuP)2,LiSm(CuP)2,Cu-Li-P-Sm,6,mp-973019,Li1 Sm1 Cu2 P2,LiSm(CuP)2,Cu-Li-P-Sm,6,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-017867,SbPt3,SbPt3,Pt-Sb,4,mp-973354,Sb1 Pt3,SbPt3,Pt-Sb,4,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-007872,Zn3Ge,Zn3Ge,Ge-Zn,4,mp-971928,Zn3 Ge1,Zn3Ge,Ge-Zn,4,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-008870,Zn3Os,Zn3Os,Os-Zn,4,mp-971960,Zn3 Os1,Zn3Os,Os-Zn,4,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-053849,LuAlPd,LuAlPd,Al-Lu-Pd,9,mp-973629,Lu3 Al3 Pd3,LuAlPd,Al-Lu-Pd,9,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-029867,Lu2ZnIn,Lu2ZnIn,In-Lu-Zn,4,mp-973635,Lu2 Zn1 In1,Lu2ZnIn,In-Lu-Zn,4,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-118728,Nd2BiO2,Nd2BiO2,Bi-Nd-O,5,mp-973451,Nd2 Bi1 O2,Nd2BiO2,Bi-Nd-O,5,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,val,mb-mp-e-form-031860,Tb2ReC2,Tb2ReC2,C-Re-Tb,20,mp-972246,Tb8 Re4 C8,Tb2ReC2,C-Re-Tb,20,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-016856,SmMg3,SmMg3,Mg-Sm,8,mp-972494,Sm2 Mg6,SmMg3,Mg-Sm,8,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-003827,MgCr,MgCr,Cr-Mg,2,mp-973060,Mg1 Cr1,MgCr,Cr-Mg,2,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-005868,LuOs3,LuOs3,Lu-Os,8,mp-973866,Lu2 Os6,LuOs3,Lu-Os,8,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-014860,ScRu3,ScRu3,Ru-Sc,4,mp-973004,Sc1 Ru3,ScRu3,Ru-Sc,4,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-008882,Ga3Ge,Ga3Ge,Ga-Ge,4,mp-973875,Ga3 Ge1,Ga3Ge,Ga-Ge,4,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,test,mb-mp-e-form-019873,LiCd3,LiCd3,Cd-Li,4,mp-973940,Li1 Cd3,LiCd3,Cd-Li,4,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-029865,SbPd3,SbPd3,Pd-Sb,4,mp-973402,Sb1 Pd3,SbPd3,Pd-Sb,4,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-016857,MgCu,MgCu,Cu-Mg,4,mp-972916,Mg2 Cu2,MgCu,Cu-Mg,4,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-054835,Sc2GaPt,Sc2GaPt,Ga-Pt-Sc,4,mp-972869,Sc2 Ga1 Pt1,Sc2GaPt,Ga-Pt-Sc,4,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,test,mb-mp-e-form-015857,Mg5As,Mg5As,As-Mg,6,mp-973307,Mg5 As1,Mg5As,As-Mg,6,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-023870,Ho3Pb,Ho3Pb,Ho-Pb,4,mp-973992,Ho3 Pb1,Ho3Pb,Ho-Pb,4,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,test,mb-mp-e-form-126714,K2Al2O3F2,K2Al2O3F2,Al-F-K-O,18,mp-974451,K4 Al4 O6 F4,K2Al2O3F2,Al-F-K-O,18,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-008889,MnCu3,MnCu3,Cu-Mn,8,mp-974747,Mn2 Cu6,MnCu3,Cu-Mn,8,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,test,mb-mp-e-form-063828,RbFeO3,RbFeO3,Fe-O-Rb,5,mp-975322,Rb1 Fe1 O3,RbFeO3,Fe-O-Rb,5,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-028681,Re4Si7,Re4Si7,Re-Si,22,mp-568595,Re8 Si14,Re4Si7,Re-Si,22,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-073793,LiCaO3,LiCaO3,Ca-Li-O,5,mp-975333,Li1 Ca1 O3,LiCaO3,Ca-Li-O,5,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-011859,Pr3Ag,Pr3Ag,Ag-Pr,4,mp-975647,Pr3 Ag1,Pr3Ag,Ag-Pr,4,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-122730,BaSm2PtO5,BaSm2PtO5,Ba-O-Pt-Sm,18,mp-9757,Ba2 Sm4 Pt2 O10,BaSm2PtO5,Ba-O-Pt-Sm,18,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-004860,Ge3Sb,Ge3Sb,Ge-Sb,4,mp-976122,Ge3 Sb1,Ge3Sb,Ge-Sb,4,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-009889,HfSb3,HfSb3,Hf-Sb,8,mp-976582,Hf2 Sb6,HfSb3,Hf-Sb,8,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,val,mb-mp-e-form-011872,NiRuO3,NiRuO3,Ni-O-Ru,5,mp-976848,Ni1 Ru1 O3,NiRuO3,Ni-O-Ru,5,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,val,mb-mp-e-form-006894,Li3Dy,Li3Dy,Dy-Li,8,mp-977188,Li6 Dy2,Li3Dy,Dy-Li,8,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-013884,Li2Mg,Li2Mg,Li-Mg,6,mp-977207,Li4 Mg2,Li2Mg,Li-Mg,6,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,val,mb-mp-e-form-018885,MgNi,MgNi,Mg-Ni,6,mp-978288,Mg3 Ni3,MgNi,Mg-Ni,6,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,test,mb-mp-e-form-013888,Mg3Cu,Mg3Cu,Cu-Mg,4,mp-978279,Mg3 Cu1,Mg3Cu,Cu-Mg,4,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-016880,MgCd,MgCd,Cd-Mg,6,mp-978274,Mg3 Cd3,MgCd,Cd-Mg,6,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-091723,SiPbO3,SiPbO3,O-Pb-Si,5,mp-978489,Si1 Pb1 O3,SiPbO3,O-Pb-Si,5,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-025886,Er2ZnCu,Er2ZnCu,Cu-Er-Zn,4,mp-983583,Er2 Zn1 Cu1,Er2ZnCu,Cu-Er-Zn,4,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,val,mb-mp-e-form-011887,Sm3Dy,Sm3Dy,Dy-Sm,4,mp-978906,Sm3 Dy1,Sm3Dy,Dy-Sm,4,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-015893,Na3Tl,Na3Tl,Na-Tl,4,mp-982873,Na3 Tl1,Na3Tl,Na-Tl,4,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-011884,SmEr3,SmEr3,Er-Sm,4,mp-978548,Sm1 Er3,SmEr3,Er-Sm,4,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,val,mb-mp-e-form-030877,SmGe3,SmGe3,Ge-Sm,8,mp-979013,Sm2 Ge6,SmGe3,Ge-Sm,8,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,val,mb-mp-e-form-031887,TmAl3,TmAl3,Al-Tm,8,mp-979040,Tm2 Al6,TmAl3,Al-Tm,8,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,test,mb-mp-e-form-012880,Sm5Mg,Sm5Mg,Mg-Sm,6,mp-979459,Sm5 Mg1,Sm5Mg,Mg-Sm,6,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-050861,SnCl,SnCl,Cl-Sn,4,mp-978928,Sn2 Cl2,SnCl,Cl-Sn,4,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-008900,Yb3Ru,Yb3Ru,Ru-Yb,4,mp-979937,Yb3 Ru1,Yb3Ru,Ru-Yb,4,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,test,mb-mp-e-form-024896,NbCu3Te4,NbCu3Te4,Cu-Nb-Te,8,mp-991676,Nb1 Cu3 Te4,NbCu3Te4,Cu-Nb-Te,8,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,test,mb-mp-e-form-051869,Sc3Co2Si3,Sc3Co2Si3,Co-Sc-Si,16,mp-9901,Sc6 Co4 Si6,Sc3Co2Si3,Co-Sc-Si,16,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-094725,RbTbO3,RbTbO3,O-Rb-Tb,5,mp-980058,Rb1 Tb1 O3,RbTbO3,O-Rb-Tb,5,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-008928,GaAs,GaAs,As-Ga,2,mp-10048,Ga1 As1,GaAs,As-Ga,2,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-120717,LaBeO3,LaBeO3,Be-La-O,5,mp-981934,La1 Be1 O3,LaBeO3,Be-La-O,5,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-108729,MgRhF6,MgRhF6,F-Mg-Rh,8,mp-9927,Mg1 Rh1 F6,MgRhF6,F-Mg-Rh,8,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-057846,CuHO2,CuHO2,Cu-H-O,4,mp-996953,Cu1 H1 O2,CuHO2,Cu-H-O,4,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-037894,CuClO2,CuClO2,Cl-Cu-O,8,mp-997026,Cu2 Cl2 O4,CuClO2,Cl-Cu-O,8,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-108726,KHo(CO3)2,KHo(CO3)2,C-Ho-K-O,20,mp-9804,K2 Ho2 C4 O12,KHo(CO3)2,C-Ho-K-O,20,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-041882,Ho2CuPd,Ho2CuPd,Cu-Ho-Pd,4,mp-983410,Ho2 Cu1 Pd1,Ho2CuPd,Cu-Ho-Pd,4,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-105731,Li3Mn3(PO4)4,Li3Mn3(PO4)4,Li-Mn-O-P,78,mp-997545,Li9 Mn9 P12 O48,Li3Mn3(PO4)4,Li-Mn-O-P,78,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-038565,TiSi,TiSi,Si-Ti,4,mp-22558,Ti2 Si2,TiSi,Si-Ti,4,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-107730,Li2Mn4P4O15,Li2Mn4P4O15,Li-Mn-O-P,100,mp-997546,Li8 Mn16 P16 O60,Li2Mn4P4O15,Li-Mn-O-P,100,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-023900,TbFeC2,TbFeC2,C-Fe-Tb,4,mp-999122,Tb1 Fe1 C2,TbFeC2,C-Fe-Tb,4,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,test,mb-mp-e-form-050882,PrAu,PrAu,Au-Pr,4,mp-999306,Pr2 Au2,PrAu,Au-Pr,4,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-024900,SmCoC2,SmCoC2,C-Co-Sm,4,mp-999190,Sm1 Co1 C2,SmCoC2,C-Co-Sm,4,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-010924,MnCo3,MnCo3,Co-Mn,4,mp-999543,Mn1 Co3,MnCo3,Co-Mn,4,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-018901,Ti3Al,Ti3Al,Al-Ti,4,mp-999027,Ti3 Al1,Ti3Al,Al-Ti,4,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-042856,AlP,AlP,Al-P,4,mp-8880,Al2 P2,AlP,Al-P,4,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-044884,PrRh,PrRh,Pr-Rh,4,mp-999305,Pr2 Rh2,PrRh,Pr-Rh,4,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-027828,GaAs,GaAs,As-Ga,4,mp-8883,Ga2 As2,GaAs,As-Ga,4,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-029897,SmNi,SmNi,Ni-Sm,4,mp-999145,Sm2 Ni2,SmNi,Ni-Sm,4,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,val,mb-mp-e-form-120703,PF5,PF5,F-P,12,mp-8511,P2 F10,PF5,F-P,12,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-122516,SrO,SrO,O-Sr,4,mp-754282,Sr2 O2,SrO,O-Sr,4,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-026505,La2Ni7,La2Ni7,La-Ni,36,mp-1679,La8 Ni28,La2Ni7,La-Ni,36,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,test,mb-mp-e-form-060691,U3Se5,U3Se5,Se-U,32,mp-669684,U12 Se20,U3Se5,Se-U,32,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-050454,SiRh,SiRh,Rh-Si,8,mp-1483,Si4 Rh4,SiRh,Rh-Si,8,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-102185,Dy2S3,Dy2S3,Dy-S,40,mp-32826,Dy16 S24,Dy2S3,Dy-S,40,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,test,mb-mp-e-form-107232,V2(PO4)3,V2(PO4)3,O-P-V,34,mp-32469,V4 P6 O24,V2(PO4)3,O-P-V,34,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-102128,Pr2S3,Pr2S3,Pr-S,20,mp-15179,Pr8 S12,Pr2S3,Pr-S,20,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-127303,SiO2,SiO2,O-Si,144,mp-555791,Si48 O96,SiO2,O-Si,144,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-128281,Al5BO9,Al5BO9,Al-B-O,30,mp-3281,Al10 B2 O18,Al5BO9,Al-B-O,30,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,test,mb-mp-e-form-012709,Ta,Ta,Ta,30,mp-569794,Ta30,Ta,Ta,30,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-019587,CaNi2,CaNi2,Ca-Ni,6,mp-2295,Ca2 Ni4,CaNi2,Ca-Ni,6,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-009844,Cu3As,Cu3As,As-Cu,24,mp-8066,Cu18 As6,Cu3As,As-Cu,24,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-085297,MgO2,MgO2,Mg-O,12,mp-2589,Mg4 O8,MgO2,Mg-O,12,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-056493,Sr5Sb3,Sr5Sb3,Sb-Sr,16,mp-2585,Sr10 Sb6,Sr5Sb3,Sb-Sr,16,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-032613,Sc2C,Sc2C,C-Sc,3,mp-29941,Sc2 C1,Sc2C,C-Sc,3,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-098838,GeF2,GeF2,F-Ge,12,mp-7595,Ge4 F8,GeF2,F-Ge,12,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,test,mb-mp-e-form-015676,Cu4Pd,Cu4Pd,Cu-Pd,20,mp-30594,Cu16 Pd4,Cu4Pd,Cu-Pd,20,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-023522,BPd3,BPd3,B-Pd,16,mp-20517,B4 Pd12,BPd3,B-Pd,16,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-010918,AlP,AlP,Al-P,8,mp-997569,Al4 P4,AlP,Al-P,8,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-005761,NiN,NiN,N-Ni,2,mp-13116,Ni1 N1,NiN,N-Ni,2,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-012214,Np,Np,Np,8,mp-11534,Np8,Np,Np,8,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-034058,HfGa2,HfGa2,Ga-Hf,12,mp-11440,Hf4 Ga8,HfGa2,Ga-Hf,12,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-073405,MnO2,MnO2,Mn-O,6,mp-543057,Mn2 O4,MnO2,Mn-O,6,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,test,mb-mp-e-form-044565,TlI,TlI,I-Tl,4,mp-22858,Tl2 I2,TlI,I-Tl,4,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-026611,ZnPt3,ZnPt3,Pt-Zn,4,mp-30856,Zn1 Pt3,ZnPt3,Pt-Zn,4,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-064422,SbCl3,SbCl3,Cl-Sb,16,mp-22872,Sb4 Cl12,SbCl3,Cl-Sb,16,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-078778,ZnCO3,ZnCO3,C-O-Zn,10,mp-9812,Zn2 C2 O6,ZnCO3,C-O-Zn,10,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,test,mb-mp-e-form-031518,ThAl3,ThAl3,Al-Th,8,mp-1306,Th2 Al6,ThAl3,Al-Th,8,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,test,mb-mp-e-form-034482,SrSi,SrSi,Si-Sr,8,mp-13053,Sr4 Si4,SrSi,Si-Sr,8,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,val,mb-mp-e-form-125265,AlPO4,AlPO4,Al-O-P,18,mp-3955,Al3 P3 O12,AlPO4,Al-O-P,18,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-003708,V3Si,V3Si,Si-V,8,mp-571211,V6 Si2,V3Si,Si-V,8,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,test,mb-mp-e-form-029621,NiP2,NiP2,Ni-P,6,mp-486,Ni2 P4,NiP2,Ni-P,6,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-129079,Ti4O7,Ti4O7,O-Ti,44,mp-12205,Ti16 O28,Ti4O7,O-Ti,44,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-029555,UH3,UH3,H-U,8,mp-24659,U2 H6,UH3,H-U,8,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,test,mb-mp-e-form-051845,HoIr2,HoIr2,Ho-Ir,6,mp-928,Ho2 Ir4,HoIr2,Ho-Ir,6,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,test,mb-mp-e-form-051080,VP,VP,P-V,4,mp-1114,V2 P2,VP,P-V,4,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,val,mb-mp-e-form-128898,BaAl4O7,BaAl4O7,Al-Ba-O,48,mp-1019532,Ba4 Al16 O28,BaAl4O7,Al-Ba-O,48,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-126765,MgSiO3,MgSiO3,Mg-O-Si,80,mp-1020124,Mg16 Si16 O48,MgSiO3,Mg-O-Si,80,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,test,mb-mp-e-form-031526,K3Sb,K3Sb,K-Sb,8,mp-14017,K6 Sb2,K3Sb,K-Sb,8,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-022535,NiB,NiB,B-Ni,4,mp-14019,Ni2 B2,NiB,B-Ni,4,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-017934,Ba2Zn,Ba2Zn,Ba-Zn,3,mp-1018178,Ba2 Zn1,Ba2Zn,Ba-Zn,3,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,test,mb-mp-e-form-027520,Li15Ge4,Li15Ge4,Ge-Li,38,mp-1777,Li30 Ge8,Li15Ge4,Ge-Li,38,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-080816,SrIrO3,SrIrO3,Ir-O-Sr,5,mp-1016848,Sr1 Ir1 O3,SrIrO3,Ir-O-Sr,5,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-122843,SiO2,SiO2,O-Si,12,mp-559741,Si4 O8,SiO2,O-Si,12,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-122251,Nb2O5,Nb2O5,Nb-O,7,mp-1595,Nb2 O5,Nb2O5,Nb-O,7,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-024632,MnV,MnV,Mn-V,2,mp-316,Mn1 V1,MnV,Mn-V,2,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-081372,SmBr3,SmBr3,Br-Sm,8,mp-27976,Sm2 Br6,SmBr3,Br-Sm,8,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-099166,P2W2O11,P2W2O11,O-P-W,60,mp-19522,P8 W8 O44,P2W2O11,O-P-W,60,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-047918,HfRh3,HfRh3,Hf-Rh,4,mp-1027,Hf1 Rh3,HfRh3,Hf-Rh,4,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,test,mb-mp-e-form-016260,TbCo5,TbCo5,Co-Tb,6,mp-1200,Tb1 Co5,TbCo5,Co-Tb,6,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-126371,SiO2,SiO2,O-Si,24,mp-558200,Si8 O16,SiO2,O-Si,24,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,test,mb-mp-e-form-043571,Th3Bi4,Th3Bi4,Bi-Th,14,mp-23270,Th6 Bi8,Th3Bi4,Bi-Th,14,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,test,mb-mp-e-form-022540,Mn3Al10,Mn3Al10,Al-Mn,26,mp-16511,Mn6 Al20,Mn3Al10,Al-Mn,26,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-020539,InNi,InNi,In-Ni,6,mp-19876,In3 Ni3,InNi,In-Ni,6,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-120496,GaF3,GaF3,F-Ga,8,mp-588,Ga2 F6,GaF3,F-Ga,8,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-038318,NbSi2,NbSi2,Nb-Si,9,mp-12104,Nb3 Si6,NbSi2,Nb-Si,9,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,test,mb-mp-e-form-125528,Ti3O4,Ti3O4,O-Ti,7,mp-755875,Ti3 O4,Ti3O4,O-Ti,7,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,test,mb-mp-e-form-041645,CdI2,CdI2,Cd-I,21,mp-571225,Cd7 I14,CdI2,Cd-I,21,structure_matcher,source JSON material_id namespace differs from matbench target IDs
